"Opponent_Manager_Team","Year","Manager_Team","Week","Outcome","Matchup.1","Score","Opponent_Score","Win","Total_Score","Week_Num","Season","Manager","Opponent_Manager"
"The Legion Of Zoom",2019,"SaquonDeezNuts","5","Win",149.94,149.94,105.24,1,255.18,5,"Regular Season","Nic","Tony"
"The Legion Of Zoom",2019,"Steelers SIXcess","7","Loss",74.26,74.26,107.74,0,182,7,"Regular Season","Toney","Tony"
"The Strange Tamers",2014,"SUCK MY DITKA","7","Win",112.2,112.2,84.3,1,196.5,7,"Regular Season","Soda","Tony"
"The Strange Tamers",2014,"Admiral Ackbar's Ass","10","Win",74.54,74.54,64.36,1,138.9,10,"Regular Season","Greco","Tony"
"The Strange Tamers",2014,"Teach me how to Raji","8","Win",100.82,100.82,89.04,1,189.86,8,"Regular Season","Spencer","Tony"
"The Strange Tamers",2014,"Circle Joique","9","Loss",33.2,33.2,78.52,0,111.72,9,"Regular Season","Mike","Tony"
"The Strange Tamers",2014,"Cheap Vodka","Consolation Semi","Loss",63.9,63.9,79.54,0,143.44,15,"Post Season","Joe","Tony"
"The Strange Tamers",2014,"Punts with a C","Consolation Champ","Win",75.28,75.28,60.4,1,135.68,16,"Post Season","Jon","Tony"
"The Strange Tamers",2014,"The Taint Ticklers","2","Win",85.18,85.18,44.94,1,130.12,2,"Regular Season","Matt","Tony"
"The Strange Tamers",2014,"Ginger Kids","13","Win",101.96,101.96,93.6,1,195.56,13,"Regular Season","Dan","Tony"
"The Strange Tamers",2014,"Coolio Julio Hustle","5","Win",124.44,124.44,55.78,1,180.22,5,"Regular Season","Pender","Tony"
"The Strange Tamers",2014,"Ginger Kids","4","Win",109.04,109.04,54,1,163.04,4,"Regular Season","Dan","Tony"
"The Strange Tamers",2014,"The Taint Ticklers","11","Win",111.36,111.36,50.88,1,162.24,11,"Regular Season","Matt","Tony"
"The Strange Tamers",2014,"Punts with a C","3","Win",96.46,96.46,88.5,1,184.96,3,"Regular Season","Jon","Tony"
"The Strange Tamers",2014,"Cheap Vodka","6","Win",100.46,100.46,80.42,1,180.88,6,"Regular Season","Joe","Tony"
"The Strange Tamers",2014,"Punts with a C","12","Loss",81.76,81.76,83.42,0,165.18,12,"Regular Season","Jon","Tony"
"The Taint Ticklers",2014,"The Strange Tamers","11","Loss",50.88,50.88,111.36,0,162.24,11,"Regular Season","Tony","Matt"
"The Taint Ticklers",2014,"Teach me how to Raji","Playoffs Qtr","Win",94.8,94.8,85.62,1,180.42,14,"Post Season","Spencer","Matt"
"The Taint Ticklers",2014,"SUCK MY DITKA","12","Win",115.4,115.4,112.78,1,228.18,12,"Regular Season","Soda","Matt"
"The Taint Ticklers",2014,"Coolio Julio Hustle","8","Loss",68.96,68.96,166.74,0,235.7,8,"Regular Season","Pender","Matt"
"The Taint Ticklers",2014,"Punts with a C","4","Loss",60.66,60.66,85.82,0,146.48,4,"Regular Season","Jon","Matt"
"The Taint Ticklers",2014,"Admiral Ackbar's Ass","9","Loss",84.86,84.86,140.32,0,225.18,9,"Regular Season","Greco","Matt"
"The Taint Ticklers",2014,"Teach me how to Raji","5","Loss",88.14,88.14,156.96,0,245.1,5,"Regular Season","Spencer","Matt"
"The Taint Ticklers",2014,"Coolio Julio Hustle","Playoffs 5th","Loss",59.52,59.52,91.42,0,150.94,15,"Post Season","Pender","Matt"
"The Taint Ticklers",2014,"Ginger Kids","6","Win",121.44,121.44,97.88,1,219.32,6,"Regular Season","Dan","Matt"
"The Taint Ticklers",2014,"Cheap Vodka","10","Loss",72,72,106.2,0,178.2,10,"Regular Season","Joe","Matt"
"The Taint Ticklers",2014,"SUCK MY DITKA","3","Win",94.22,94.22,92.32,1,186.54,3,"Regular Season","Soda","Matt"
"The Taint Ticklers",2014,"The Strange Tamers","2","Loss",44.94,44.94,85.18,0,130.12,2,"Regular Season","Tony","Matt"
"The Taint Ticklers",2014,"Circle Joique","7","Loss",64.76,64.76,102.42,0,167.18,7,"Regular Season","Mike","Matt"
"The Taint Ticklers",2014,"Punts with a C","13","Loss",72.8,72.8,101.76,0,174.56,13,"Regular Season","Jon","Matt"
"Thunder Horse",2016,"Fuck Gronks bitchass","Consolation Qtr","Loss",77.86,77.86,81.94,0,159.8,14,"Post Season","Tony","Colin"
"Thunder Horse",2016,"SUCK MY DITKA","5","Win",125.16,125.16,82.36,1,207.52,5,"Regular Season","Soda","Colin"
"Thunder Horse",2016,"Jordy oz. to Freedom","4","Loss",89.82,89.82,98.04,0,187.86,4,"Regular Season","Spencer","Colin"
"Thunder Horse",2016,"Cheap Vodka","11","Win",125.1,125.1,57.18,1,182.28,11,"Regular Season","Joe","Colin"
"Thunder Horse",2016,"Fuck Gronks bitchass","7","Win",108.86,108.86,99.04,1,207.9,7,"Regular Season","Tony","Colin"
"Thunder Horse",2016,"Steelers SIXcess","8","Win",112.42,112.42,82.08,1,194.5,8,"Regular Season","Toney","Colin"
"Thunder Horse",2016,"Show Me Your TD's","3","Loss",66.14,66.14,121.96,0,188.1,3,"Regular Season","Jon","Colin"
"Thunder Horse",2016,"Steelers SIXcess","Consolation 9th","Loss",101.68,101.68,105.88,0,207.56,16,"Post Season","Toney","Colin"
"Thunder Horse",2016,"Admiral Ackbar's Ass","10","Win",105.36,105.36,87.84,1,193.2,10,"Regular Season","Greco","Colin"
"Thunder Horse",2016,"Bell's Potslam","1","Win",97.34,97.34,77.12,1,174.46,1,"Regular Season","Mike","Colin"
"Thunder Horse",2016,"Team Zekeachu","6","Win",86.7,86.7,70.22,1,156.92,6,"Regular Season","Pender","Colin"
"Thunder Horse",2016,"Wilfork on 1st Date","9","Loss",93.16,93.16,93.2,0,186.36,9,"Regular Season","Matt","Colin"
"Thunder Horse",2016,"Ginger Kids","2","Loss",61.02,61.02,109.8,0,170.82,2,"Regular Season","Dan","Colin"
"Thunder Horse",2016,"Bell's Potslam","Consolation Semi","Win",84.12,84.12,68.64,1,152.76,15,"Post Season","Mike","Colin"
"Thunder Horse",2016,"Bell's Potslam","12","Win",92.24,92.24,68.78,1,161.02,12,"Regular Season","Mike","Colin"
"Thunder Horse",2016,"Ginger Kids","13","Win",83.1,83.1,79.9,1,163,13,"Regular Season","Dan","Colin"
"Thunder Horse",2017,"He Hate Me","1","Win",85.64,85.64,78.42,1,164.06,1,"Regular Season","Mike","Colin"
"Thunder Horse",2017,"Mr. Thiel Your Gurl","4","Loss",87.16,87.16,89.8,0,176.96,4,"Regular Season","Spencer","Colin"
"Thunder Horse",2017,"Cheap Vodka","11","Loss",90.76,90.76,111.52,0,202.28,11,"Regular Season","Joe","Colin"
"Thunder Horse",2017,"The Cucumber Curse","7","Loss",83.66,83.66,88.46,0,172.12,7,"Regular Season","Tony","Colin"
"Thunder Horse",2017,"Ginger Kids","13","Loss",98.34,98.34,101.48,0,199.82,13,"Regular Season","Dan","Colin"
"Thunder Horse",2017,"The Dakstreet Boys","9","Win",89.46,89.46,82.28,1,171.74,9,"Regular Season","Matt","Colin"
"Thunder Horse",2017,"Mr. Thiel Your Gurl","Playoffs 5th","Win",132.8,132.8,61.48,1,194.28,15,"Post Season","Spencer","Colin"
"Thunder Horse",2017,"Ginger Kids","2","Win",82.16,82.16,73.32,1,155.48,2,"Regular Season","Dan","Colin"
"Thunder Horse",2017,"Show Me Your TD's","3","Loss",83.3,83.3,106.26,0,189.56,3,"Regular Season","Jon","Colin"
"Thunder Horse",2017,"SUCK MY DITKA!","5","Win",86.6,86.6,69.22,1,155.82,5,"Regular Season","Soda","Colin"
"Thunder Horse",2017,"The Dakstreet Boys","Playoffs Qtr","Win",115.98,115.98,111.64,1,227.62,14,"Post Season","Matt","Colin"
"Thunder Horse",2017,"He Hate Me","12","Win",121.58,121.58,104.32,1,225.9,12,"Regular Season","Mike","Colin"
"Thunder Horse",2017,"Steelers SIXcess","8","Loss",91.86,91.86,110.68,0,202.54,8,"Regular Season","Toney","Colin"
"Thunder Horse",2017,"Team Carrizard","6","Loss",78.64,78.64,101.18,0,179.82,6,"Regular Season","Pender","Colin"
"Thunder Horse",2017,"Admiral Ackbar's Ass","10","Loss",86.58,86.58,88.52,0,175.1,10,"Regular Season","Greco","Colin"
"Thunder Horse",2018,"MR. T's Cereal","13","Loss",95.56,95.56,107.86,0,203.42,13,"Regular Season","Joe","Colin"
"Thunder Horse",2018,"Admiral Ackbar's Ass","11","Loss",96.84,96.84,109.42,0,206.26,11,"Regular Season","Greco","Colin"
"Thunder Horse",2018,"Suh Girls One Kupp","5","Win",132.12,132.12,107,1,239.12,5,"Regular Season","Nic","Colin"
"Thunder Horse",2018,"Cousin's Familia","6","Win",113.8,113.8,97.78,1,211.58,6,"Regular Season","Mike","Colin"
"Thunder Horse",2018,"SUCK MY DITKA!!","3","Win",100.48,100.48,89.86,1,190.34,3,"Regular Season","Soda","Colin"
"Thunder Horse",2018,"Ridley Me That","Consolation Champ","Win",132.48,132.48,98.22,1,230.7,16,"Post Season","Spencer","Colin"
"Thunder Horse",2018,"Daniel's Stormies","4","Win",99.02,99.02,72.96,1,171.98,4,"Regular Season","Dan","Colin"
"Thunder Horse",2018,"Gronkey Kong","9","Loss",88.9,88.9,103.2,0,192.1,9,"Regular Season","Matt","Colin"
"Thunder Horse",2018,"Ridley Me That","8","Loss",97.24,97.24,135.32,0,232.56,8,"Regular Season","Spencer","Colin"
"Thunder Horse",2018,"A bunch of Jerry's","7","Loss",107.18,107.18,133.72,0,240.9,7,"Regular Season","Tony","Colin"
"Thunder Horse",2018,"Show Me Your TD's","10","Win",86.32,86.32,78.06,1,164.38,10,"Regular Season","Jon","Colin"
"Thunder Horse",2018,"Steelers SIXcess","12","Win",113.62,113.62,108.14,1,221.76,12,"Regular Season","Toney","Colin"
"Thunder Horse",2018,"Steelers SIXcess","1","Loss",95.84,95.84,127.66,0,223.5,1,"Regular Season","Toney","Colin"
"Thunder Horse",2018,"MR. T's Cereal","2","Win",103.24,103.24,99.82,1,203.06,2,"Regular Season","Joe","Colin"
"Thunder Horse",2018,"Admiral Ackbar's Ass","Consolation Semi","Loss",79.02,79.02,98.42,0,177.44,15,"Post Season","Greco","Colin"
"Thunder Horse",2019,"Steelers SIXcess","8","Loss",88.54,88.54,109.58,0,198.12,8,"Regular Season","Toney","Colin"
"Thunder Horse",2019,"Da Bear Necessities","5","Loss",124.2,124.2,138.52,0,262.72,5,"Regular Season","Matt","Colin"
"Thunder Horse",2019,"Show Me Your TD's","Playoffs Champ","Loss",106.86,106.86,113.66,0,220.52,16,"Post Season","Jon","Colin"
"Thunder Horse",2019,"Dinero Pineiro","2","Win",84.9,84.9,84.1,1,169,2,"Regular Season","Joe","Colin"
"Thunder Horse",2019,"The Legion Of Zoom","11","Loss",66.98,66.98,103.56,0,170.54,11,"Regular Season","Tony","Colin"
"Thunder Horse",2019,"Veggie Thunbergers","Playoffs Semi","Loss",108.02,108.02,140.14,0,248.16,15,"Post Season","Dan","Colin"
"Thunder Horse",2019,"Hagar Billies","1","Loss",103.72,103.72,107.2,0,210.92,1,"Regular Season","Mike","Colin"
"Thunder Horse",2019,"Show Me Your TD's","12","Win",108.54,108.54,85.3,1,193.84,12,"Regular Season","Jon","Colin"
"Thunder Horse",2019,"Hagar Billies","4","Win",113.94,113.94,68.9,1,182.84,4,"Regular Season","Mike","Colin"
"Thunder Horse",2019,"TAEkin it 2 da HOUSE","9","Loss",56.54,56.54,114.42,0,170.96,9,"Regular Season","Spencer","Colin"
"Thunder Horse",2019,"SaquonDeezNuts","7","Loss",69.32,69.32,94.44,0,163.76,7,"Regular Season","Nic","Colin"
"Thunder Horse",2019,"Two Chips","3","Loss",109.58,109.58,129.64,0,239.22,3,"Regular Season","Soda","Colin"
"Thunder Horse",2019,"Admiral Ackbar's Ass","6","Loss",101.16,101.16,141,0,242.16,6,"Regular Season","Greco","Colin"
"Thunder Horse",2019,"SaquonDeezNuts","10","Loss",73.54,73.54,112.08,0,185.62,10,"Regular Season","Nic","Colin"
"Thunder Horse",2019,"Veggie Thunbergers","13","Win",86.02,86.02,81.64,1,167.66,13,"Regular Season","Dan","Colin"
"Two Chips",2019,"SaquonDeezNuts","6","Loss",87.7,87.7,102.94,0,190.64,6,"Regular Season","Nic","Soda"
"Two Chips",2019,"Admiral Ackbar's Ass","5","Win",112.32,112.32,94.24,1,206.56,5,"Regular Season","Greco","Soda"
"Two Chips",2019,"TAEkin it 2 da HOUSE","11","Loss",101.56,101.56,106.78,0,208.34,11,"Regular Season","Spencer","Soda"
"Two Chips",2019,"Da Bear Necessities","4","Win",146.38,146.38,97.38,1,243.76,4,"Regular Season","Matt","Soda"
"Two Chips",2019,"Show Me Your TD's","Playoffs Qtr","Win",104.68,104.68,85.2,1,189.88,14,"Post Season","Jon","Soda"
"Two Chips",2019,"Thunder Horse","3","Win",129.64,129.64,109.58,1,239.22,3,"Regular Season","Colin","Soda"
"Two Chips",2019,"Dinero Pineiro","13","Loss",83.34,83.34,94.4,0,177.74,13,"Regular Season","Joe","Soda"
"Two Chips",2019,"Hagar Billies","12","Loss",68.24,68.24,111.36,0,179.6,12,"Regular Season","Mike","Soda"
"Two Chips",2019,"Veggie Thunbergers","10","Loss",77.52,77.52,158.32,0,235.84,10,"Regular Season","Dan","Soda"
"Two Chips",2019,"Hagar Billies","Playoffs 5th","Loss",86.64,86.64,127.78,0,214.42,15,"Post Season","Mike","Soda"
"Two Chips",2019,"Show Me Your TD's","8","Loss",74.7,74.7,109.76,0,184.46,8,"Regular Season","Jon","Soda"
"Two Chips",2019,"Veggie Thunbergers","7","Win",85.78,85.78,77.02,1,162.8,7,"Regular Season","Dan","Soda"
"Two Chips",2019,"Da Bear Necessities","1","Win",134.64,134.64,91.26,1,225.9,1,"Regular Season","Matt","Soda"
"Two Chips",2019,"The Legion Of Zoom","2","Win",120.82,120.82,101.58,1,222.4,2,"Regular Season","Tony","Soda"
"Two Chips",2019,"Steelers SIXcess","9","Loss",61.36,61.36,160.52,0,221.88,9,"Regular Season","Toney","Soda"
"Veggie Thunbergers",2019,"Thunder Horse","13","Loss",81.64,81.64,86.02,0,167.66,13,"Regular Season","Colin","Dan"
"Veggie Thunbergers",2019,"Show Me Your TD's","6","Loss",54.8,54.8,59.82,0,114.62,6,"Regular Season","Jon","Dan"
"Veggie Thunbergers",2019,"Two Chips","7","Loss",77.02,77.02,85.78,0,162.8,7,"Regular Season","Soda","Dan"
"Veggie Thunbergers",2019,"SaquonDeezNuts","4","Win",61.7,61.7,61.12,1,122.82,4,"Regular Season","Nic","Dan"
"Veggie Thunbergers",2019,"Steelers SIXcess","11","Loss",89.74,89.74,117.04,0,206.78,11,"Regular Season","Toney","Dan"
"Veggie Thunbergers",2019,"Admiral Ackbar's Ass","Playoffs 3rd","Win",92.74,92.74,61,1,153.74,16,"Post Season","Greco","Dan"
"Veggie Thunbergers",2019,"TAEkin it 2 da HOUSE","12","Win",83.56,83.56,81.92,1,165.48,12,"Regular Season","Spencer","Dan"
"Veggie Thunbergers",2019,"Hagar Billies","2","Loss",77.64,77.64,87.62,0,165.26,2,"Regular Season","Mike","Dan"
"Veggie Thunbergers",2019,"Thunder Horse","Playoffs Semi","Win",140.14,140.14,108.02,1,248.16,15,"Post Season","Colin","Dan"
"Veggie Thunbergers",2019,"Hagar Billies","Playoffs Qtr","Loss",80.3,80.3,138.14,0,218.44,14,"Post Season","Mike","Dan"
"Veggie Thunbergers",2019,"The Legion Of Zoom","3","Win",106.76,106.76,106.22,1,212.98,3,"Regular Season","Tony","Dan"
"Veggie Thunbergers",2019,"Two Chips","10","Win",158.32,158.32,77.52,1,235.84,10,"Regular Season","Soda","Dan"
"Veggie Thunbergers",2019,"Da Bear Necessities","8","Win",111.98,111.98,97.06,1,209.04,8,"Regular Season","Matt","Dan"
"Veggie Thunbergers",2019,"Dinero Pineiro","5","Loss",94.9,94.9,121.18,0,216.08,5,"Regular Season","Joe","Dan"
"Veggie Thunbergers",2019,"TAEkin it 2 da HOUSE","1","Loss",73.62,73.62,87.26,0,160.88,1,"Regular Season","Spencer","Dan"
"Veggie Thunbergers",2019,"Admiral Ackbar's Ass","9","Loss",84.8,84.8,87.2,0,172,9,"Regular Season","Greco","Dan"
"WhamBamThankYouCam",2015,"The Bell Staff","Consolation Semi","Loss",91.78,91.78,117.3,0,209.08,15,"Post Season","Pender","Toney"
"WhamBamThankYouCam",2015,"Circle Joique","6","Win",113.4,113.4,80.34,1,193.74,6,"Regular Season","Mike","Toney"
"WhamBamThankYouCam",2015,"SUCK MY DITKA","11","Loss",88.28,88.28,119.74,0,208.02,11,"Regular Season","Soda","Toney"
"WhamBamThankYouCam",2015,"The Bell Staff","5","Loss",67.28,67.28,79.42,0,146.7,5,"Regular Season","Pender","Toney"
"WhamBamThankYouCam",2015,"Ginger Kids","9","Loss",46.44,46.44,132.98,0,179.42,9,"Regular Season","Dan","Toney"
"WhamBamThankYouCam",2015,"Admiral Ackbar's Ass","8","Win",115.14,115.14,65.5,1,180.64,8,"Regular Season","Greco","Toney"
"WhamBamThankYouCam",2015,"Show Me Your TD's","3","Win",138.52,138.52,129.6,1,268.12,3,"Regular Season","Jon","Toney"
"WhamBamThankYouCam",2015,"Show Me Your TD's","12","Win",105.82,105.82,78.62,1,184.44,12,"Regular Season","Jon","Toney"
"WhamBamThankYouCam",2015,"Slob on my Cobb","4","Win",83.66,83.66,49.68,1,133.34,4,"Regular Season","Spencer","Toney"
"WhamBamThankYouCam",2015,"The Derek Carrs","10","Loss",56.28,56.28,95.38,0,151.66,10,"Regular Season","Tony","Toney"
"WhamBamThankYouCam",2015,"SUCK MY DITKA","2","Loss",96.84,96.84,101.24,0,198.08,2,"Regular Season","Soda","Toney"
"WhamBamThankYouCam",2015,"Cheap Vodka","Consolation Champ","Win",117.12,117.12,65.48,1,182.6,16,"Post Season","Joe","Toney"
"WhamBamThankYouCam",2015,"Cheap Vodka","7","Win",85.48,85.48,64.4,1,149.88,7,"Regular Season","Joe","Toney"
"WhamBamThankYouCam",2015,"The Derek Carrs","1","Win",83.72,83.72,80.84,1,164.56,1,"Regular Season","Tony","Toney"
"WhamBamThankYouCam",2015,"Slob on my Cobb","13","Loss",86.12,86.12,105.44,0,191.56,13,"Regular Season","Spencer","Toney"
"Wilfork on 1st Date",2016,"Bell's Potslam","4","Win",101.68,101.68,71.52,1,173.2,4,"Regular Season","Mike","Matt"
"Wilfork on 1st Date",2016,"Fuck Gronks bitchass","5","Loss",73.52,73.52,96.08,0,169.6,5,"Regular Season","Tony","Matt"
"Wilfork on 1st Date",2016,"Bell's Potslam","Consolation Champ","Win",107.06,107.06,102.88,1,209.94,16,"Post Season","Mike","Matt"
"Wilfork on 1st Date",2016,"Cheap Vodka","13","Win",78.66,78.66,61.48,1,140.14,13,"Regular Season","Joe","Matt"
"Wilfork on 1st Date",2016,"Ginger Kids","6","Win",90.66,90.66,66.92,1,157.58,6,"Regular Season","Dan","Matt"
"Wilfork on 1st Date",2016,"Admiral Ackbar's Ass","11","Win",108.78,108.78,85.72,1,194.5,11,"Regular Season","Greco","Matt"
"Wilfork on 1st Date",2016,"Steelers SIXcess","Consolation Semi","Loss",53.52,53.52,58.44,0,111.96,15,"Post Season","Toney","Matt"
"Wilfork on 1st Date",2016,"Steelers SIXcess","7","Win",117.7,117.7,71.02,1,188.72,7,"Regular Season","Toney","Matt"
"Wilfork on 1st Date",2016,"Thunder Horse","9","Win",93.2,93.2,93.16,1,186.36,9,"Regular Season","Colin","Matt"
"Wilfork on 1st Date",2016,"Jordy oz. to Freedom","10","Win",91.54,91.54,51.38,1,142.92,10,"Regular Season","Spencer","Matt"
"Wilfork on 1st Date",2016,"Show Me Your TD's","8","Win",111.2,111.2,96.22,1,207.42,8,"Regular Season","Jon","Matt"
"Wilfork on 1st Date",2016,"Cheap Vodka","2","Loss",89.16,89.16,104.56,0,193.72,2,"Regular Season","Joe","Matt"
"Wilfork on 1st Date",2016,"SUCK MY DITKA","1","Win",127.82,127.82,99.14,1,226.96,1,"Regular Season","Soda","Matt"
"Wilfork on 1st Date",2016,"Team Zekeachu","3","Win",161,161,50.68,1,211.68,3,"Regular Season","Pender","Matt"
"Wilfork on 1st Date",2016,"SUCK MY DITKA","12","Win",129.7,129.7,80.66,1,210.36,12,"Regular Season","Soda","Matt"
"Wilfork on 1st Date",2016,"Ginger Kids","Consolation Qtr","Loss",67.12,67.12,86.58,0,153.7,14,"Post Season","Dan","Matt"
